id,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
407,no,0,no,no,unknown,6,may,393,1,-1,0,unknown,no
408,no,1927,yes,no,unknown,6,may,241,3,-1,0,unknown,no
409,no,284,yes,no,unknown,6,may,483,1,-1,0,unknown,no
410,no,1660,yes,no,unknown,6,may,259,1,-1,0,unknown,no
411,no,406,yes,no,unknown,6,may,227,1,-1,0,unknown,no
412,no,230,yes,no,unknown,6,may,673,1,-1,0,unknown,no
413,no,-25,yes,no,unknown,6,may,576,1,-1,0,unknown,no
414,no,182,yes,no,unknown,6,may,180,2,-1,0,unknown,no
415,no,1169,yes,no,unknown,6,may,168,2,-1,0,unknown,no
416,no,67,yes,no,unknown,6,may,90,1,-1,0,unknown,no
417,no,77,no,no,unknown,6,may,505,1,-1,0,unknown,no
418,no,0,yes,no,unknown,6,may,245,1,-1,0,unknown,no
419,no,55,yes,yes,unknown,6,may,186,1,-1,0,unknown,no
420,yes,72,yes,no,unknown,6,may,623,1,-1,0,unknown,no
421,no,163,yes,no,unknown,6,may,496,3,-1,0,unknown,no
422,no,151,yes,no,unknown,6,may,118,1,-1,0,unknown,no
423,no,113,yes,no,unknown,6,may,342,1,-1,0,unknown,no
424,no,0,yes,no,unknown,6,may,225,1,-1,0,unknown,no
425,no,9,yes,no,unknown,6,may,185,3,-1,0,unknown,no
426,no,375,yes,no,unknown,6,may,196,2,-1,0,unknown,no
427,no,1142,yes,no,unknown,6,may,276,1,-1,0,unknown,no
428,no,2102,yes,no,unknown,6,may,76,1,-1,0,unknown,no
429,no,4325,yes,no,unknown,6,may,87,1,-1,0,unknown,no
430,no,217,yes,no,unknown,6,may,195,1,-1,0,unknown,no
431,no,131,yes,no,unknown,6,may,744,1,-1,0,unknown,no
432,no,1680,yes,no,unknown,6,may,765,1,-1,0,unknown,no
433,no,0,yes,no,unknown,6,may,262,1,-1,0,unknown,no
434,no,46,yes,no,unknown,6,may,119,1,-1,0,unknown,no
435,no,320,yes,no,unknown,6,may,198,2,-1,0,unknown,no
436,no,183,yes,no,unknown,6,may,150,1,-1,0,unknown,no
437,no,39,no,no,unknown,6,may,241,1,-1,0,unknown,no
438,no,560,yes,no,unknown,6,may,181,1,-1,0,unknown,no
439,no,469,no,no,unknown,6,may,196,1,-1,0,unknown,no
440,no,530,yes,no,unknown,6,may,149,1,-1,0,unknown,no
441,no,61,yes,no,unknown,6,may,246,1,-1,0,unknown,no
442,no,242,yes,no,unknown,6,may,112,1,-1,0,unknown,no
443,no,139,yes,no,unknown,6,may,309,2,-1,0,unknown,no
444,no,0,yes,no,unknown,6,may,278,1,-1,0,unknown,no
445,no,367,yes,no,unknown,6,may,140,1,-1,0,unknown,no
446,no,228,yes,no,unknown,6,may,136,1,-1,0,unknown,no
447,no,45248,yes,no,unknown,6,may,1623,1,-1,0,unknown,yes
448,no,-84,yes,no,unknown,6,may,101,1,-1,0,unknown,no
449,no,310,yes,no,unknown,6,may,144,1,-1,0,unknown,no
450,no,132,yes,no,unknown,6,may,238,1,-1,0,unknown,no
451,no,797,yes,no,unknown,6,may,354,1,-1,0,unknown,no
452,no,71,no,no,unknown,6,may,79,1,-1,0,unknown,no
453,no,2,yes,no,unknown,6,may,187,1,-1,0,unknown,no
454,no,231,yes,yes,unknown,6,may,451,2,-1,0,unknown,no
455,no,270,yes,yes,unknown,6,may,159,1,-1,0,unknown,no
456,no,274,yes,yes,unknown,6,may,409,1,-1,0,unknown,no
457,no,-109,yes,yes,unknown,6,may,170,1,-1,0,unknown,no
458,no,1,yes,no,unknown,6,may,608,1,-1,0,unknown,yes
459,yes,-60,no,no,unknown,6,may,243,1,-1,0,unknown,no
460,no,89,yes,no,unknown,6,may,145,2,-1,0,unknown,no
461,no,-11,no,no,unknown,6,may,112,1,-1,0,unknown,no
462,no,0,yes,no,unknown,6,may,262,2,-1,0,unknown,no
463,no,-509,yes,no,unknown,6,may,124,1,-1,0,unknown,no
464,no,408,yes,no,unknown,6,may,53,1,-1,0,unknown,no
465,no,58,yes,no,unknown,6,may,134,1,-1,0,unknown,no
466,no,1640,no,yes,unknown,6,may,204,4,-1,0,unknown,no
467,no,20,yes,no,unknown,6,may,186,1,-1,0,unknown,no
468,no,71,yes,no,unknown,6,may,678,1,-1,0,unknown,no
469,no,52,yes,no,unknown,6,may,182,1,-1,0,unknown,no
470,no,292,yes,no,unknown,6,may,162,1,-1,0,unknown,no
471,no,424,yes,no,unknown,6,may,27,1,-1,0,unknown,no
472,no,109,yes,no,unknown,6,may,699,3,-1,0,unknown,no
473,no,1044,yes,no,unknown,6,may,43,1,-1,0,unknown,no
474,no,983,yes,no,unknown,6,may,97,1,-1,0,unknown,no
475,no,869,no,no,unknown,6,may,1677,1,-1,0,unknown,yes
476,no,668,yes,no,unknown,6,may,283,2,-1,0,unknown,no
477,no,964,yes,no,unknown,6,may,323,1,-1,0,unknown,no
478,no,301,yes,no,unknown,6,may,82,1,-1,0,unknown,no
479,no,140,yes,no,unknown,6,may,310,1,-1,0,unknown,no
480,no,1877,yes,no,unknown,6,may,185,1,-1,0,unknown,no
481,no,1127,yes,no,unknown,6,may,47,1,-1,0,unknown,no
482,no,871,yes,no,unknown,6,may,145,1,-1,0,unknown,no
483,no,767,yes,yes,unknown,6,may,204,1,-1,0,unknown,no
484,no,0,no,no,unknown,6,may,187,1,-1,0,unknown,no
485,no,209,yes,no,unknown,6,may,30,2,-1,0,unknown,no
486,no,0,no,no,unknown,6,may,472,1,-1,0,unknown,no
487,no,110,yes,yes,unknown,6,may,448,1,-1,0,unknown,no
488,no,-76,yes,yes,unknown,6,may,264,1,-1,0,unknown,no
489,no,178,yes,no,unknown,6,may,169,1,-1,0,unknown,no
490,no,-66,yes,no,unknown,6,may,288,1,-1,0,unknown,no
491,no,0,yes,no,unknown,6,may,176,2,-1,0,unknown,no
492,no,1,yes,no,unknown,6,may,215,1,-1,0,unknown,no
493,no,0,yes,no,unknown,6,may,337,1,-1,0,unknown,no
494,no,5345,no,no,unknown,6,may,278,1,-1,0,unknown,no
495,no,-209,yes,no,unknown,6,may,188,2,-1,0,unknown,no
496,no,0,yes,no,unknown,6,may,174,2,-1,0,unknown,no
497,no,42,yes,no,unknown,6,may,226,2,-1,0,unknown,no
498,no,41,yes,no,unknown,6,may,190,1,-1,0,unknown,no
499,no,-99,yes,no,unknown,6,may,111,2,-1,0,unknown,no
500,no,17,yes,no,unknown,6,may,164,1,-1,0,unknown,no
501,no,276,yes,yes,unknown,6,may,157,2,-1,0,unknown,no
502,no,-170,no,no,unknown,6,may,46,1,-1,0,unknown,no
503,no,230,yes,yes,unknown,6,may,374,1,-1,0,unknown,no
504,no,9,yes,no,unknown,6,may,349,1,-1,0,unknown,no
505,no,946,yes,no,unknown,6,may,325,1,-1,0,unknown,no
506,no,1297,yes,no,unknown,6,may,233,2,-1,0,unknown,no
507,no,-331,yes,no,unknown,6,may,531,1,-1,0,unknown,no
508,no,44,yes,no,unknown,6,may,153,1,-1,0,unknown,no
509,yes,15,no,no,unknown,6,may,80,1,-1,0,unknown,no
510,no,712,yes,no,unknown,6,may,232,1,-1,0,unknown,no
511,no,5435,yes,no,unknown,6,may,118,1,-1,0,unknown,no
512,no,507,yes,no,unknown,6,may,190,1,-1,0,unknown,no
513,no,387,yes,no,unknown,6,may,918,1,-1,0,unknown,yes
514,no,0,yes,yes,unknown,6,may,238,1,-1,0,unknown,no
515,no,1716,yes,no,unknown,6,may,82,1,-1,0,unknown,no
516,no,167,yes,yes,unknown,6,may,198,3,-1,0,unknown,no
517,no,40,no,yes,unknown,6,may,160,2,-1,0,unknown,no
518,no,148,yes,no,unknown,6,may,211,1,-1,0,unknown,no
519,no,17,yes,yes,unknown,6,may,120,1,-1,0,unknown,no
520,no,1011,yes,no,unknown,6,may,136,1,-1,0,unknown,no
521,no,1527,yes,no,unknown,6,may,269,1,-1,0,unknown,no
522,no,744,no,no,unknown,6,may,157,1,-1,0,unknown,no
523,no,484,yes,no,unknown,6,may,128,1,-1,0,unknown,no
524,no,0,yes,no,unknown,6,may,211,1,-1,0,unknown,no
525,no,136,yes,no,unknown,6,may,267,2,-1,0,unknown,no
526,no,1335,yes,no,unknown,6,may,371,2,-1,0,unknown,no
527,no,517,yes,no,unknown,6,may,288,2,-1,0,unknown,no
528,no,459,yes,no,unknown,6,may,221,1,-1,0,unknown,no
529,no,549,yes,no,unknown,6,may,427,1,-1,0,unknown,no
530,no,83,yes,yes,unknown,6,may,310,1,-1,0,unknown,no
531,no,213,no,no,unknown,6,may,158,1,-1,0,unknown,no
532,no,203,yes,no,unknown,6,may,604,3,-1,0,unknown,no
533,no,518,yes,no,unknown,6,may,198,1,-1,0,unknown,no
534,no,3877,yes,no,unknown,6,may,145,1,-1,0,unknown,no
535,no,1236,yes,no,unknown,6,may,247,1,-1,0,unknown,no
536,no,756,yes,no,unknown,6,may,179,2,-1,0,unknown,no
537,no,157,yes,no,unknown,6,may,73,1,-1,0,unknown,no
538,no,-66,yes,no,unknown,6,may,263,2,-1,0,unknown,no
539,no,245,yes,no,unknown,6,may,13,1,-1,0,unknown,no
540,no,-144,yes,no,unknown,6,may,79,2,-1,0,unknown,no
541,no,71,yes,no,unknown,6,may,416,1,-1,0,unknown,no
542,no,505,yes,no,unknown,6,may,162,1,-1,0,unknown,no
543,no,249,yes,no,unknown,6,may,129,1,-1,0,unknown,no
544,no,0,yes,no,unknown,6,may,150,1,-1,0,unknown,no
545,no,11,yes,no,unknown,6,may,43,1,-1,0,unknown,no
546,no,639,yes,no,unknown,6,may,191,1,-1,0,unknown,no
547,no,124,yes,no,unknown,6,may,26,1,-1,0,unknown,no
548,no,82,yes,no,unknown,6,may,250,1,-1,0,unknown,no
549,no,107,yes,no,unknown,6,may,146,1,-1,0,unknown,no
550,no,473,yes,no,unknown,6,may,416,1,-1,0,unknown,no
551,no,372,yes,yes,unknown,6,may,121,2,-1,0,unknown,no
552,no,46,yes,no,unknown,6,may,114,2,-1,0,unknown,no
553,no,34,yes,no,unknown,6,may,289,1,-1,0,unknown,no
554,no,935,yes,no,unknown,6,may,225,1,-1,0,unknown,no
555,no,-10,yes,no,unknown,6,may,123,1,-1,0,unknown,no
556,no,-106,yes,no,unknown,6,may,130,2,-1,0,unknown,no
557,no,471,yes,no,unknown,6,may,161,2,-1,0,unknown,no
558,no,778,yes,no,unknown,6,may,149,2,-1,0,unknown,no
559,no,170,yes,no,unknown,6,may,268,2,-1,0,unknown,no
560,no,315,yes,no,unknown,6,may,259,2,-1,0,unknown,no
561,no,3165,no,no,unknown,6,may,26,1,-1,0,unknown,no
562,no,131,yes,no,unknown,6,may,153,1,-1,0,unknown,no
563,yes,204,yes,no,unknown,6,may,424,2,-1,0,unknown,no
564,no,83,yes,no,unknown,6,may,179,2,-1,0,unknown,no
565,no,0,yes,yes,unknown,6,may,97,1,-1,0,unknown,no
566,no,5431,yes,yes,unknown,6,may,383,1,-1,0,unknown,no
567,no,1759,yes,no,unknown,6,may,440,1,-1,0,unknown,no
568,no,-125,yes,no,unknown,6,may,23,1,-1,0,unknown,no
569,no,0,no,no,unknown,6,may,195,1,-1,0,unknown,no
570,no,5090,yes,no,unknown,6,may,1297,3,-1,0,unknown,yes
571,no,573,yes,no,unknown,6,may,87,1,-1,0,unknown,no
572,no,1602,yes,no,unknown,6,may,427,1,-1,0,unknown,no
573,yes,-137,yes,yes,unknown,6,may,189,1,-1,0,unknown,no
574,no,0,no,no,unknown,6,may,195,1,-1,0,unknown,no
575,no,193,no,no,unknown,6,may,179,1,-1,0,unknown,no
576,no,195,yes,yes,unknown,6,may,179,1,-1,0,unknown,no
577,no,288,no,no,unknown,6,may,69,1,-1,0,unknown,no
578,no,19,yes,no,unknown,6,may,105,2,-1,0,unknown,no
579,no,25,yes,no,unknown,6,may,266,3,-1,0,unknown,no
580,no,216,yes,no,unknown,6,may,524,2,-1,0,unknown,no
581,no,190,yes,yes,unknown,6,may,96,2,-1,0,unknown,no
582,no,99,yes,no,unknown,6,may,155,2,-1,0,unknown,no
583,no,2298,yes,no,unknown,6,may,162,2,-1,0,unknown,no
584,no,17,yes,no,unknown,6,may,352,2,-1,0,unknown,no
585,no,0,yes,no,unknown,6,may,76,4,-1,0,unknown,no
586,no,0,yes,no,unknown,6,may,154,2,-1,0,unknown,no
587,no,840,yes,no,unknown,6,may,310,2,-1,0,unknown,no
588,no,358,yes,no,unknown,6,may,390,3,-1,0,unknown,no
589,no,0,yes,no,unknown,6,may,369,1,-1,0,unknown,no
590,no,-325,yes,yes,unknown,6,may,112,2,-1,0,unknown,no
591,no,-15,yes,no,unknown,6,may,341,3,-1,0,unknown,no
592,no,581,yes,no,unknown,6,may,79,1,-1,0,unknown,no
593,no,4070,yes,no,unknown,6,may,140,2,-1,0,unknown,no
594,no,74,no,yes,unknown,6,may,315,1,-1,0,unknown,no
595,no,141,yes,no,unknown,6,may,262,2,-1,0,unknown,no
596,no,89,no,no,unknown,6,may,174,2,-1,0,unknown,no
597,yes,0,yes,no,unknown,6,may,138,3,-1,0,unknown,no
598,no,450,no,no,unknown,6,may,526,2,-1,0,unknown,no
599,no,310,no,no,unknown,6,may,135,1,-1,0,unknown,no
600,no,0,yes,no,unknown,6,may,36,5,-1,0,unknown,no
601,no,384,yes,no,unknown,6,may,1906,3,-1,0,unknown,no
602,no,395,yes,no,unknown,6,may,219,2,-1,0,unknown,no
603,no,-118,yes,no,unknown,6,may,147,2,-1,0,unknown,no
604,no,5,yes,yes,unknown,6,may,407,2,-1,0,unknown,no
605,no,50,yes,yes,unknown,6,may,121,1,-1,0,unknown,no
606,no,285,yes,yes,unknown,6,may,209,1,-1,0,unknown,no
607,no,15,no,no,unknown,6,may,92,2,-1,0,unknown,no
608,no,653,yes,yes,unknown,6,may,208,1,-1,0,unknown,no
609,no,918,yes,no,unknown,6,may,193,1,-1,0,unknown,no
610,no,243,yes,yes,unknown,6,may,144,1,-1,0,unknown,no
611,no,405,yes,no,unknown,6,may,65,1,-1,0,unknown,no
612,no,1328,yes,no,unknown,6,may,339,1,-1,0,unknown,no
613,no,255,yes,no,unknown,6,may,285,1,-1,0,unknown,no
614,no,3397,yes,no,unknown,6,may,231,1,-1,0,unknown,no
615,no,2106,yes,no,unknown,6,may,168,1,-1,0,unknown,no
616,no,2877,yes,no,unknown,6,may,278,1,-1,0,unknown,no
617,no,60,yes,yes,unknown,6,may,389,1,-1,0,unknown,no
618,no,2226,yes,no,unknown,6,may,158,1,-1,0,unknown,no
619,no,2880,yes,no,unknown,6,may,145,2,-1,0,unknown,no
620,no,-5,yes,no,unknown,6,may,78,2,-1,0,unknown,no
621,no,147,no,no,unknown,6,may,142,3,-1,0,unknown,no
622,no,7,yes,yes,unknown,6,may,87,1,-1,0,unknown,no
623,no,109,yes,no,unknown,6,may,147,2,-1,0,unknown,no
624,no,-119,yes,no,unknown,6,may,289,1,-1,0,unknown,no
625,no,484,yes,no,unknown,6,may,703,1,-1,0,unknown,yes
626,no,1852,yes,no,unknown,6,may,170,3,-1,0,unknown,no
627,no,533,yes,no,unknown,6,may,802,1,-1,0,unknown,no
628,no,21,yes,no,unknown,6,may,381,2,-1,0,unknown,no
629,no,2434,yes,no,unknown,6,may,218,4,-1,0,unknown,no
630,no,90,yes,yes,unknown,6,may,57,2,-1,0,unknown,no
631,no,4246,yes,no,unknown,6,may,304,2,-1,0,unknown,no
632,no,395,yes,no,unknown,6,may,241,3,-1,0,unknown,no
633,no,15,yes,no,unknown,6,may,230,1,-1,0,unknown,no
634,no,85,no,no,unknown,6,may,262,3,-1,0,unknown,no
635,no,-184,yes,yes,unknown,6,may,392,2,-1,0,unknown,no
636,no,660,no,no,unknown,6,may,201,2,-1,0,unknown,no
637,yes,-183,yes,no,unknown,6,may,145,1,-1,0,unknown,no
638,no,1144,yes,no,unknown,6,may,252,1,-1,0,unknown,no
639,no,1,yes,no,unknown,6,may,235,4,-1,0,unknown,no
640,no,69,yes,yes,unknown,6,may,235,2,-1,0,unknown,no
641,no,220,yes,no,unknown,6,may,328,2,-1,0,unknown,no
642,no,332,yes,no,unknown,6,may,116,2,-1,0,unknown,no
643,no,240,yes,no,unknown,6,may,246,1,-1,0,unknown,no
644,no,0,yes,no,unknown,6,may,293,1,-1,0,unknown,no
645,no,0,yes,no,unknown,6,may,37,2,-1,0,unknown,no
646,no,898,yes,no,unknown,6,may,132,2,-1,0,unknown,no
647,no,123,yes,yes,unknown,6,may,530,2,-1,0,unknown,no
648,no,252,yes,no,unknown,6,may,175,3,-1,0,unknown,no
649,no,65,yes,no,unknown,6,may,524,2,-1,0,unknown,no
650,no,-366,yes,yes,unknown,6,may,29,3,-1,0,unknown,no
651,no,209,yes,no,unknown,6,may,311,2,-1,0,unknown,no
652,no,221,yes,no,unknown,6,may,211,2,-1,0,unknown,no
653,no,4,yes,no,unknown,6,may,312,3,-1,0,unknown,no
654,no,104,yes,no,unknown,6,may,412,1,-1,0,unknown,no
655,no,312,yes,no,unknown,6,may,392,1,-1,0,unknown,no
656,no,-349,yes,no,unknown,6,may,191,1,-1,0,unknown,no
657,no,4,no,no,unknown,6,may,284,2,-1,0,unknown,no
658,no,-322,yes,yes,unknown,6,may,144,1,-1,0,unknown,no
659,no,-150,yes,no,unknown,6,may,328,1,-1,0,unknown,no
660,no,1349,yes,no,unknown,6,may,100,1,-1,0,unknown,no
661,no,281,yes,no,unknown,6,may,226,1,-1,0,unknown,no
662,no,1259,yes,no,unknown,6,may,507,1,-1,0,unknown,no
663,no,101,yes,no,unknown,6,may,392,1,-1,0,unknown,no
664,no,848,yes,no,unknown,6,may,684,2,-1,0,unknown,no
665,no,89,yes,no,unknown,6,may,333,2,-1,0,unknown,no
666,no,140,yes,no,unknown,6,may,311,3,-1,0,unknown,no
667,no,148,yes,no,unknown,6,may,128,2,-1,0,unknown,no
668,no,200,yes,no,unknown,6,may,322,2,-1,0,unknown,no
669,no,46,yes,no,unknown,6,may,202,4,-1,0,unknown,no
670,no,201,yes,no,unknown,6,may,92,2,-1,0,unknown,no
671,no,530,yes,no,unknown,6,may,739,3,-1,0,unknown,no
672,no,0,yes,no,unknown,6,may,273,2,-1,0,unknown,no
673,no,1,yes,no,unknown,6,may,260,3,-1,0,unknown,no
674,no,43,yes,no,unknown,6,may,268,2,-1,0,unknown,no
675,no,-173,yes,no,unknown,6,may,396,2,-1,0,unknown,no
676,no,389,yes,no,unknown,6,may,262,1,-1,0,unknown,no
677,no,215,yes,yes,unknown,6,may,308,3,-1,0,unknown,no
678,no,-131,yes,no,unknown,6,may,467,2,-1,0,unknown,no
679,no,783,yes,no,unknown,6,may,320,1,-1,0,unknown,no
680,no,0,yes,no,unknown,6,may,160,3,-1,0,unknown,no
681,no,80,yes,no,unknown,6,may,245,2,-1,0,unknown,no
682,no,105,yes,no,unknown,6,may,189,2,-1,0,unknown,no
683,no,182,yes,yes,unknown,6,may,477,1,-1,0,unknown,no
684,no,82,yes,no,unknown,6,may,310,1,-1,0,unknown,no
685,no,0,yes,no,unknown,6,may,65,3,-1,0,unknown,no
686,no,510,yes,no,unknown,6,may,196,2,-1,0,unknown,no
687,no,242,yes,no,unknown,6,may,221,2,-1,0,unknown,no
688,no,244,yes,yes,unknown,6,may,197,2,-1,0,unknown,no
689,no,92,yes,no,unknown,6,may,221,2,-1,0,unknown,no
690,yes,0,yes,no,unknown,6,may,64,2,-1,0,unknown,no
691,no,948,yes,no,unknown,6,may,75,2,-1,0,unknown,no
692,no,23,yes,no,unknown,6,may,400,2,-1,0,unknown,no
693,no,710,yes,no,unknown,6,may,378,3,-1,0,unknown,no
694,no,1205,yes,no,unknown,6,may,118,2,-1,0,unknown,no
695,no,368,yes,yes,unknown,6,may,1597,2,-1,0,unknown,yes
696,no,1631,yes,no,unknown,6,may,346,2,-1,0,unknown,no
697,no,6,yes,no,unknown,6,may,60,3,-1,0,unknown,no
698,no,26,yes,no,unknown,6,may,276,2,-1,0,unknown,no
699,no,-48,yes,no,unknown,6,may,152,2,-1,0,unknown,no
700,no,2142,yes,no,unknown,6,may,251,3,-1,0,unknown,no
701,no,77,yes,yes,unknown,6,may,390,2,-1,0,unknown,no
702,no,401,yes,no,unknown,6,may,306,2,-1,0,unknown,no
703,no,21,no,no,unknown,6,may,189,3,-1,0,unknown,no
704,no,0,yes,no,unknown,6,may,125,2,-1,0,unknown,no
705,no,-497,yes,no,unknown,6,may,234,2,-1,0,unknown,no
706,no,369,no,no,unknown,6,may,79,2,-1,0,unknown,no
707,no,78,yes,no,unknown,6,may,13,6,-1,0,unknown,no
708,no,226,yes,yes,unknown,6,may,283,3,-1,0,unknown,no
709,no,503,yes,no,unknown,6,may,109,2,-1,0,unknown,no
710,no,372,yes,no,unknown,6,may,132,2,-1,0,unknown,no
711,no,0,yes,yes,unknown,6,may,144,2,-1,0,unknown,no
712,no,0,yes,no,unknown,6,may,121,2,-1,0,unknown,no
713,no,125,yes,no,unknown,6,may,95,3,-1,0,unknown,no
714,no,4,yes,no,unknown,6,may,31,3,-1,0,unknown,no
715,no,419,yes,no,unknown,6,may,112,3,-1,0,unknown,no
716,no,322,yes,no,unknown,6,may,87,4,-1,0,unknown,no
717,no,303,yes,no,unknown,6,may,593,2,-1,0,unknown,no
718,no,607,yes,no,unknown,6,may,99,2,-1,0,unknown,no
719,no,579,yes,no,unknown,6,may,198,2,-1,0,unknown,no
720,no,3047,yes,no,unknown,6,may,285,2,-1,0,unknown,no
721,no,83,yes,no,unknown,6,may,190,3,-1,0,unknown,no
722,no,68,yes,no,unknown,6,may,172,5,-1,0,unknown,no
723,no,58,yes,no,unknown,6,may,213,3,-1,0,unknown,no
724,no,251,yes,no,unknown,6,may,178,2,-1,0,unknown,no
725,no,688,yes,no,unknown,6,may,174,2,-1,0,unknown,no
726,no,364,yes,no,unknown,6,may,631,2,-1,0,unknown,no
727,no,55,yes,no,unknown,6,may,176,5,-1,0,unknown,no
728,no,101,yes,no,unknown,6,may,32,3,-1,0,unknown,no
729,no,105,yes,no,unknown,6,may,1529,2,-1,0,unknown,no
730,no,325,yes,no,unknown,6,may,254,2,-1,0,unknown,no
731,no,198,yes,no,unknown,6,may,200,2,-1,0,unknown,no
732,no,209,yes,no,unknown,6,may,135,2,-1,0,unknown,no
733,no,183,yes,no,unknown,6,may,112,4,-1,0,unknown,no
734,no,105,yes,no,unknown,6,may,314,3,-1,0,unknown,no
735,no,109,yes,no,unknown,6,may,597,3,-1,0,unknown,no
736,no,376,yes,yes,unknown,6,may,207,3,-1,0,unknown,no
737,no,-7,yes,no,unknown,6,may,410,2,-1,0,unknown,no
738,no,0,no,no,unknown,6,may,160,3,-1,0,unknown,no
739,no,143,yes,no,unknown,6,may,42,3,-1,0,unknown,no
740,no,550,yes,no,unknown,6,may,55,2,-1,0,unknown,no
741,no,162,yes,no,unknown,6,may,155,2,-1,0,unknown,no
742,no,115,yes,no,unknown,6,may,336,3,-1,0,unknown,no
743,no,512,yes,no,unknown,6,may,233,2,-1,0,unknown,no
744,no,807,yes,no,unknown,6,may,211,2,-1,0,unknown,no
745,no,248,yes,no,unknown,6,may,88,5,-1,0,unknown,no
746,no,1211,yes,no,unknown,6,may,208,3,-1,0,unknown,no
747,no,7,no,no,unknown,6,may,305,2,-1,0,unknown,no
748,no,281,yes,no,unknown,6,may,206,2,-1,0,unknown,no
749,no,88,yes,no,unknown,6,may,128,2,-1,0,unknown,no
750,no,32,yes,no,unknown,6,may,122,3,-1,0,unknown,no
751,no,115,yes,no,unknown,6,may,66,3,-1,0,unknown,no
752,no,254,yes,no,unknown,6,may,66,2,-1,0,unknown,no
753,no,144,yes,no,unknown,6,may,164,2,-1,0,unknown,no
754,no,383,no,no,unknown,6,may,343,3,-1,0,unknown,no
755,no,569,yes,yes,unknown,6,may,126,2,-1,0,unknown,no
756,no,0,yes,no,unknown,6,may,59,3,-1,0,unknown,no
757,no,3754,yes,no,unknown,6,may,249,3,-1,0,unknown,no
758,no,6920,yes,no,unknown,6,may,406,3,-1,0,unknown,no
759,no,307,yes,yes,unknown,6,may,250,7,-1,0,unknown,no
760,no,-421,yes,no,unknown,6,may,183,5,-1,0,unknown,no
761,no,60,no,no,unknown,6,may,190,3,-1,0,unknown,no
762,no,67,yes,no,unknown,6,may,220,2,-1,0,unknown,no
763,no,402,yes,no,unknown,6,may,153,3,-1,0,unknown,no
764,no,800,no,no,unknown,6,may,95,2,-1,0,unknown,no
765,no,239,yes,yes,unknown,6,may,191,3,-1,0,unknown,no
766,no,421,yes,no,unknown,6,may,216,2,-1,0,unknown,no
767,no,161,yes,no,unknown,7,may,89,2,-1,0,unknown,no
768,yes,289,no,no,unknown,7,may,51,3,-1,0,unknown,no
769,no,110,yes,no,unknown,7,may,169,3,-1,0,unknown,no
770,no,245,yes,no,unknown,7,may,148,3,-1,0,unknown,no
771,no,0,yes,no,unknown,7,may,132,3,-1,0,unknown,no
772,no,156,yes,no,unknown,7,may,117,3,-1,0,unknown,no
773,no,0,yes,no,unknown,7,may,275,4,-1,0,unknown,no
774,no,20,yes,no,unknown,7,may,124,2,-1,0,unknown,no
775,no,92,yes,no,unknown,7,may,118,3,-1,0,unknown,no
776,no,89,yes,no,unknown,7,may,479,2,-1,0,unknown,no
777,no,166,yes,no,unknown,7,may,285,3,-1,0,unknown,no
778,no,103,yes,no,unknown,7,may,35,4,-1,0,unknown,no
779,no,-454,yes,no,unknown,7,may,322,2,-1,0,unknown,no
780,no,445,yes,no,unknown,7,may,202,2,-1,0,unknown,no
781,no,4,no,no,unknown,7,may,172,8,-1,0,unknown,no
782,no,1001,yes,no,unknown,7,may,201,4,-1,0,unknown,no
783,no,-69,yes,no,unknown,7,may,216,3,-1,0,unknown,no
784,no,42,yes,no,unknown,7,may,195,2,-1,0,unknown,no
785,no,1617,yes,no,unknown,7,may,96,2,-1,0,unknown,no
786,no,221,yes,no,unknown,7,may,720,2,-1,0,unknown,no
787,no,210,yes,yes,unknown,7,may,188,2,-1,0,unknown,no
788,no,0,no,no,unknown,7,may,70,2,-1,0,unknown,no
789,no,185,yes,no,unknown,7,may,141,3,-1,0,unknown,no
790,no,836,yes,no,unknown,7,may,106,1,-1,0,unknown,no
791,no,301,yes,no,unknown,7,may,395,2,-1,0,unknown,no
792,no,503,yes,no,unknown,7,may,629,2,-1,0,unknown,no
793,no,407,yes,no,unknown,7,may,502,1,-1,0,unknown,no
794,no,53,yes,no,unknown,7,may,446,1,-1,0,unknown,no
795,no,2303,yes,no,unknown,7,may,241,1,-1,0,unknown,no
796,no,144,yes,no,unknown,7,may,131,3,-1,0,unknown,no
797,no,205,yes,no,unknown,7,may,312,1,-1,0,unknown,no
798,no,305,yes,no,unknown,7,may,275,6,-1,0,unknown,no
799,no,251,yes,yes,unknown,7,may,120,2,-1,0,unknown,no
800,no,0,yes,no,unknown,7,may,333,4,-1,0,unknown,no
801,no,8,no,no,unknown,7,may,113,1,-1,0,unknown,no
802,no,139,yes,no,unknown,7,may,91,1,-1,0,unknown,no
803,no,184,yes,no,unknown,7,may,128,3,-1,0,unknown,no
804,no,238,yes,no,unknown,7,may,200,2,-1,0,unknown,no
805,no,0,no,no,unknown,7,may,326,1,-1,0,unknown,no
806,yes,0,yes,no,unknown,7,may,292,1,-1,0,unknown,no
807,no,222,yes,no,unknown,7,may,68,1,-1,0,unknown,no
808,no,414,yes,no,unknown,7,may,215,1,-1,0,unknown,no
809,no,223,yes,no,unknown,7,may,97,1,-1,0,unknown,no
810,no,197,no,no,unknown,7,may,32,1,-1,0,unknown,no
811,no,-251,yes,no,unknown,7,may,162,1,-1,0,unknown,no
812,no,-139,yes,no,unknown,7,may,152,3,-1,0,unknown,no
813,no,733,yes,no,unknown,7,may,268,1,-1,0,unknown,no
