id,age,job,marital,education
980,52,admin.,married,primary
981,42,blue-collar,married,primary
982,30,technician,single,secondary
983,33,entrepreneur,divorced,tertiary
984,46,admin.,divorced,secondary
985,51,blue-collar,married,primary
986,40,unemployed,single,secondary
987,50,admin.,married,secondary
988,42,entrepreneur,married,tertiary
989,38,technician,married,secondary
990,36,admin.,single,primary
991,37,unemployed,divorced,primary
992,33,management,married,tertiary
993,38,blue-collar,single,secondary
994,52,blue-collar,married,tertiary
995,29,blue-collar,married,secondary
996,37,blue-collar,married,primary
997,34,admin.,married,secondary
998,43,blue-collar,married,primary
999,49,services,married,secondary
1000,33,technician,single,secondary
1001,47,admin.,married,unknown
1002,50,technician,married,secondary
1003,30,blue-collar,single,primary
1004,44,services,married,primary
1005,44,blue-collar,divorced,secondary
1006,30,services,single,secondary
1007,40,blue-collar,married,unknown
1008,41,blue-collar,married,unknown
1009,34,blue-collar,married,primary
1010,53,services,married,primary
1011,35,blue-collar,married,primary
1012,34,technician,divorced,secondary
1013,39,admin.,single,secondary
1014,39,management,single,tertiary
1015,52,services,divorced,secondary
1016,34,blue-collar,married,secondary
1017,37,blue-collar,divorced,primary
1018,39,admin.,married,secondary
1019,52,entrepreneur,divorced,primary
1020,35,blue-collar,married,primary
1021,36,entrepreneur,married,tertiary
1022,48,technician,married,secondary
1023,31,admin.,divorced,secondary
1024,43,technician,divorced,tertiary
1025,43,blue-collar,single,primary
1026,39,blue-collar,married,secondary
1027,40,technician,married,primary
1028,58,management,married,tertiary
1029,31,blue-collar,married,primary
1030,41,blue-collar,married,secondary
1031,37,management,married,tertiary
1032,44,services,divorced,secondary
1033,37,technician,married,tertiary
1034,39,blue-collar,married,primary
1035,41,blue-collar,single,secondary
1036,52,blue-collar,divorced,primary
1037,29,blue-collar,single,primary
1038,60,blue-collar,divorced,secondary
1039,32,technician,married,secondary
1040,50,services,single,primary
1041,56,blue-collar,married,primary
1042,48,admin.,married,secondary
1043,29,blue-collar,married,primary
1044,40,blue-collar,married,secondary
1045,42,admin.,divorced,secondary
1046,34,blue-collar,married,secondary
1047,23,management,single,tertiary
1048,30,technician,single,tertiary
1049,51,management,married,primary
1050,52,technician,single,secondary
1051,45,technician,married,secondary
1052,41,blue-collar,married,secondary
1053,27,student,single,secondary
1054,50,blue-collar,married,secondary
1055,36,blue-collar,married,primary
1056,46,blue-collar,married,primary
1057,44,blue-collar,married,primary
1058,47,blue-collar,married,secondary
1059,40,blue-collar,married,secondary
1060,36,services,single,secondary
1061,46,blue-collar,married,secondary
1062,58,technician,married,secondary
1063,30,technician,divorced,tertiary
1064,43,blue-collar,married,secondary
1065,29,services,single,secondary
1066,41,management,married,tertiary
1067,44,entrepreneur,married,primary
1068,44,services,divorced,secondary
1069,59,blue-collar,married,primary
1070,39,management,single,unknown
1071,42,management,married,secondary
1072,31,admin.,married,secondary
1073,29,unknown,single,primary
1074,39,blue-collar,single,secondary
1075,44,blue-collar,married,primary
1076,49,services,single,primary
1077,39,housemaid,married,secondary
1078,27,blue-collar,single,secondary
1079,56,management,married,primary
1080,43,technician,married,tertiary
1081,37,self-employed,married,primary
1082,54,technician,single,secondary
1083,38,blue-collar,married,secondary
1084,31,blue-collar,married,primary
1085,34,blue-collar,married,secondary
1086,35,admin.,married,primary
1087,44,blue-collar,single,unknown
1088,30,blue-collar,married,secondary
1089,51,technician,married,secondary
1090,37,blue-collar,married,primary
1091,39,blue-collar,married,tertiary
1092,33,management,single,tertiary
1093,37,management,divorced,tertiary
1094,46,blue-collar,single,secondary
1095,32,admin.,married,secondary
1096,43,entrepreneur,married,primary
1097,59,housemaid,divorced,unknown
1098,46,admin.,married,primary
1099,47,blue-collar,married,primary
1100,31,services,single,secondary
1101,30,blue-collar,married,primary
1102,38,blue-collar,married,primary
1103,44,blue-collar,single,secondary
1104,52,technician,married,unknown
1105,29,services,single,secondary
1106,43,admin.,married,tertiary
1107,47,technician,married,primary
1108,43,blue-collar,married,primary
1109,52,blue-collar,divorced,primary
1110,32,services,single,secondary
1111,40,admin.,single,secondary
1112,57,technician,divorced,secondary
1113,30,services,divorced,secondary
1114,48,blue-collar,married,secondary
1115,46,blue-collar,married,secondary
1116,59,retired,divorced,primary
1117,50,blue-collar,married,primary
1118,50,blue-collar,divorced,primary
1119,33,blue-collar,divorced,secondary
1120,39,technician,single,unknown
1121,57,retired,divorced,secondary
1122,49,blue-collar,married,unknown
1123,41,blue-collar,married,primary
1124,43,technician,married,primary
1125,29,management,married,tertiary
1126,56,services,married,primary
1127,46,technician,married,secondary
1128,42,blue-collar,married,primary
1129,36,blue-collar,married,primary
1130,29,services,married,primary
1131,43,admin.,single,secondary
1132,48,admin.,married,secondary
1133,38,blue-collar,single,primary
1134,46,blue-collar,married,secondary
1135,44,blue-collar,married,secondary
1136,28,management,married,tertiary
1137,28,blue-collar,married,primary
1138,36,technician,divorced,secondary
1139,37,blue-collar,married,secondary
1140,56,management,married,primary
1141,46,blue-collar,single,tertiary
1142,34,services,divorced,secondary
1143,32,entrepreneur,married,secondary
1144,33,technician,married,secondary
1145,36,services,single,secondary
1146,35,services,married,secondary
1147,44,admin.,single,secondary
1148,37,technician,married,secondary
1149,48,admin.,divorced,secondary
1150,38,blue-collar,married,secondary
1151,44,technician,married,secondary
1152,31,admin.,divorced,secondary
1153,35,management,divorced,tertiary
1154,54,technician,divorced,secondary
1155,28,admin.,single,secondary
1156,38,unemployed,married,primary
1157,48,technician,married,secondary
1158,31,blue-collar,married,tertiary
1159,59,retired,married,unknown
1160,29,admin.,single,secondary
1161,28,blue-collar,married,secondary
1162,50,blue-collar,married,primary
1163,31,self-employed,single,tertiary
1164,32,admin.,single,secondary
1165,30,services,married,secondary
1166,32,management,single,tertiary
1167,29,technician,single,secondary
1168,30,admin.,divorced,secondary
1169,34,management,married,primary
1170,34,blue-collar,single,secondary
1171,41,blue-collar,married,primary
1172,36,blue-collar,married,secondary
1173,31,technician,single,tertiary
1174,39,blue-collar,married,primary
1175,36,technician,married,secondary
1176,39,blue-collar,married,secondary
1177,37,blue-collar,married,primary
1178,52,blue-collar,married,secondary
1179,25,management,single,tertiary
1180,42,technician,married,secondary
1181,27,services,divorced,secondary
1182,42,blue-collar,married,primary
1183,29,admin.,divorced,secondary
1184,38,blue-collar,married,primary
1185,42,entrepreneur,married,primary
1186,35,self-employed,married,primary
1187,41,management,married,tertiary
1188,57,retired,married,primary
1189,36,blue-collar,married,secondary
1190,56,management,divorced,tertiary
1191,33,blue-collar,divorced,primary
1192,41,entrepreneur,divorced,tertiary
1193,33,blue-collar,married,primary
1194,35,management,divorced,tertiary
1195,43,management,married,tertiary
1196,36,admin.,single,secondary
1197,37,technician,married,secondary
1198,51,management,married,primary
1199,28,housemaid,divorced,primary
1200,43,blue-collar,married,secondary
1201,32,blue-collar,single,primary
1202,36,entrepreneur,single,secondary
1203,33,unemployed,single,secondary
1204,39,admin.,married,secondary
1205,28,blue-collar,married,secondary
1206,26,technician,single,secondary
1207,40,technician,married,tertiary
1208,44,housemaid,married,secondary
1209,34,management,married,tertiary
1210,47,blue-collar,married,primary
1211,55,blue-collar,single,tertiary
1212,48,blue-collar,divorced,primary
1213,36,blue-collar,single,primary
1214,31,management,single,tertiary
1215,30,management,single,tertiary
1216,46,blue-collar,married,primary
1217,30,admin.,single,secondary
1218,32,blue-collar,single,secondary
1219,48,blue-collar,single,unknown
1220,48,admin.,single,secondary
1221,36,services,single,tertiary
1222,41,admin.,single,secondary
1223,49,admin.,single,primary
1224,26,blue-collar,married,secondary
1225,38,management,married,secondary
1226,27,student,single,secondary
1227,51,retired,married,secondary
1228,33,admin.,divorced,secondary
1229,53,unemployed,married,secondary
1230,36,technician,married,secondary
1231,48,technician,divorced,secondary
1232,27,admin.,single,secondary
1233,42,technician,married,secondary
1234,61,blue-collar,married,primary
1235,31,self-employed,married,tertiary
1236,37,blue-collar,single,secondary
1237,34,entrepreneur,married,tertiary
1238,55,technician,married,unknown
1239,24,services,married,secondary
1240,41,technician,married,unknown
1241,34,blue-collar,single,primary
1242,29,blue-collar,married,secondary
1243,42,blue-collar,single,primary
1244,45,services,married,secondary
1245,49,management,married,secondary
1246,26,blue-collar,single,primary
1247,35,technician,single,secondary
1248,49,services,married,secondary
1249,44,blue-collar,married,primary
1250,41,management,married,tertiary
1251,50,blue-collar,married,primary
1252,58,retired,married,tertiary
1253,43,blue-collar,married,secondary
1254,34,management,married,tertiary
1255,57,admin.,divorced,secondary
1256,43,services,divorced,secondary
1257,38,services,married,secondary
